,PetID,pic_no,img_bound_polygon_x,img_bound_polygon_y,img_confidence,img_imp_fract,domcol_r,domcol_g,domcol_b,AdoptionSpeed
7312,f2472c8dd,1,359.0,479.0,0.79999995,1.0,97.0,77.0,55.0,2
7312,f2472c8dd,2,359.0,479.0,0.79999995,1.0,101.0,78.0,55.0,2
7313,2a64c0560,1,399.0,265.0,0.79999995,1.0,210.0,183.0,149.0,4
7313,2a64c0560,2,399.0,265.0,0.79999995,1.0,185.0,157.0,124.0,4
7313,2a64c0560,3,399.0,265.0,0.79999995,1.0,187.0,157.0,123.0,4
7313,2a64c0560,4,399.0,265.0,0.79999995,1.0,201.0,151.0,104.0,4
7313,2a64c0560,5,399.0,265.0,0.79999995,1.0,182.0,155.0,124.0,4
7314,9c996aee9,1,350.0,479.0,0.79999995,1.0,243.0,236.0,238.0,3
7315,4ba068d30,1,399.0,299.0,0.79999995,1.0,157.0,162.0,165.0,1
7315,4ba068d30,2,399.0,299.0,0.79999995,1.0,178.0,185.0,191.0,1
7316,ff498c903,1,346.0,479.0,0.79999995,1.0,26.0,23.0,27.0,4
7316,ff498c903,2,353.0,479.0,0.79999995,1.0,28.0,24.0,29.0,4
7316,ff498c903,3,361.0,478.0,0.79999995,1.0,53.0,47.0,52.0,4
7316,ff498c903,4,405.0,479.0,0.79999995,1.0,55.0,49.0,54.0,4
7316,ff498c903,5,467.0,479.0,0.79999995,1.0,58.0,49.0,55.0,4
7317,84b36d951,1,399.0,299.0,0.79999995,1.0,187.0,204.0,162.0,1
7317,84b36d951,2,399.0,299.0,0.79999995,1.0,160.0,160.0,137.0,1
7317,84b36d951,3,399.0,299.0,0.79999995,1.0,6.0,11.0,4.0,1
7318,53cd20574,1,359.0,479.0,0.79999995,1.0,199.0,193.0,193.0,0
7318,53cd20574,2,359.0,479.0,0.79999995,1.0,201.0,194.0,193.0,0
7318,53cd20574,3,359.0,479.0,0.79999995,1.0,204.0,195.0,194.0,0
7318,53cd20574,4,359.0,479.0,1.0,1.76,31.0,46.0,52.0,0
7318,53cd20574,5,359.0,479.0,0.79999995,1.0,200.0,194.0,194.0,0
7319,7f3895a04,1,399.0,299.0,0.79999995,1.0,155.0,150.0,147.0,2
7319,7f3895a04,2,399.0,299.0,0.79999995,1.0,198.0,191.0,188.0,2
7319,7f3895a04,3,399.0,299.0,0.79999995,1.0,198.0,194.0,193.0,2
7319,7f3895a04,4,399.0,299.0,0.79999995,1.0,194.0,189.0,186.0,2
7319,7f3895a04,5,399.0,299.0,0.79999995,1.0,206.0,196.0,191.0,2
7320,452a50855,1,399.0,299.0,0.79999995,1.0,199.0,197.0,193.0,1
7320,452a50855,2,399.0,299.0,0.79999995,1.0,195.0,190.0,190.0,1
7321,b859b9fa0,1,399.0,299.0,0.79999995,1.0,233.0,59.0,130.0,2
7321,b859b9fa0,2,399.0,299.0,0.79999995,1.0,17.0,14.0,13.0,2
7321,b859b9fa0,3,399.0,299.0,0.79999995,1.0,16.0,16.0,14.0,2
7322,9942bce62,1,639.0,479.0,0.79999995,1.0,217.0,194.0,170.0,4
7322,9942bce62,2,639.0,639.0,0.79999995,1.0,90.0,83.0,62.0,4
7322,9942bce62,3,383.0,479.0,0.79999995,1.0,188.0,197.0,204.0,4
7322,9942bce62,4,639.0,479.0,0.79999995,1.0,204.0,193.0,184.0,4
7322,9942bce62,5,639.0,639.0,0.79999995,1.0,210.0,189.0,162.0,4
7322,9942bce62,6,315.0,394.0,0.79999995,1.0,209.0,189.0,172.0,4
7323,cab545282,1,399.0,298.0,0.79999995,1.0,195.0,196.0,184.0,4
7324,d768c4324,1,359.0,479.0,0.79999995,1.0,213.0,192.0,166.0,3
7324,d768c4324,2,359.0,479.0,0.79999995,1.0,173.0,149.0,123.0,3
7324,d768c4324,3,359.0,479.0,0.79999995,1.0,67.0,51.0,31.0,3
7324,d768c4324,4,359.0,479.0,0.79999995,1.0,65.0,49.0,32.0,3
7324,d768c4324,5,359.0,479.0,0.79999995,1.0,178.0,156.0,131.0,3
7324,d768c4324,6,359.0,479.0,0.79999995,1.0,175.0,154.0,132.0,3
7325,620796ee7,1,601.0,476.0,0.79999995,1.0,251.0,236.0,244.0,4
7325,620796ee7,2,312.0,479.0,0.79999995,1.0,249.0,247.0,246.0,4
7325,620796ee7,3,355.0,479.0,0.79999995,1.0,248.0,245.0,243.0,4
7326,81c442177,1,399.0,299.0,0.79999995,1.0,92.0,76.0,60.0,4
7326,81c442177,2,399.0,299.0,0.79999995,1.0,162.0,146.0,113.0,4
7327,776354931,1,638.0,359.0,0.79999995,1.0,118.0,74.0,27.0,4
7327,776354931,2,639.0,359.0,0.79999995,1.0,51.0,51.0,43.0,4
7328,b46b4419a,1,399.0,299.0,0.79999995,1.0,137.0,111.0,85.0,1
7328,b46b4419a,2,399.0,299.0,0.79999995,1.0,138.0,111.0,84.0,1
7329,4068b452d,1,299.0,399.0,0.79999995,1.0,98.0,80.0,57.0,4
7329,4068b452d,2,299.0,399.0,0.79999995,1.0,94.0,80.0,58.0,4
7329,4068b452d,3,299.0,399.0,0.79999995,1.0,66.0,51.0,30.0,4
7329,4068b452d,4,299.0,399.0,0.79999995,1.0,76.0,45.0,25.0,4
7329,4068b452d,5,299.0,399.0,0.79999995,1.0,185.0,146.0,117.0,4
7330,107c49414,1,639.0,639.0,0.79999995,1.0,245.0,241.0,236.0,4
7330,107c49414,2,639.0,639.0,0.79999995,1.0,22.0,25.0,26.0,4
7330,107c49414,3,639.0,479.0,0.79999995,1.0,237.0,232.0,224.0,4
7330,107c49414,4,639.0,479.0,0.79999995,1.0,242.0,238.0,230.0,4
7330,107c49414,5,639.0,639.0,0.79999995,1.0,203.0,202.0,194.0,4
7331,42137817c,,,,,,,,,4
7332,fe4bb01a6,1,359.0,479.0,0.79999995,1.0,191.0,139.0,96.0,3
7332,fe4bb01a6,2,359.0,479.0,0.79999995,1.0,204.0,194.0,185.0,3
7332,fe4bb01a6,3,359.0,479.0,0.79999995,1.0,214.0,188.0,161.0,3
7332,fe4bb01a6,4,359.0,479.0,0.79999995,1.0,186.0,147.0,114.0,3
7333,97f683e04,1,399.0,299.0,0.79999995,1.0,127.0,70.0,38.0,1
7333,97f683e04,2,399.0,299.0,0.79999995,1.0,189.0,196.0,214.0,1
7333,97f683e04,3,399.0,299.0,0.79999995,1.0,150.0,108.0,66.0,1
7333,97f683e04,4,399.0,299.0,0.79999995,1.0,144.0,117.0,89.0,1
7334,36b7411f9,1,299.0,399.0,0.79999995,1.0,50.0,51.0,51.0,1
7334,36b7411f9,2,299.0,399.0,0.79999995,1.0,157.0,155.0,154.0,1
7334,36b7411f9,3,299.0,399.0,0.79999995,1.0,72.0,82.0,102.0,1
7334,36b7411f9,4,299.0,399.0,0.79999995,1.0,94.0,88.0,69.0,1
7334,36b7411f9,5,299.0,399.0,0.79999995,1.0,197.0,195.0,191.0,1
7334,36b7411f9,6,299.0,399.0,0.79999995,1.0,148.0,109.0,80.0,1
7335,6b7be833c,1,359.0,479.0,0.79999995,1.0,165.0,146.0,128.0,0
7335,6b7be833c,2,359.0,455.0,0.79999995,0.98999995,21.0,19.0,18.0,0
7335,6b7be833c,3,359.0,479.0,0.79999995,1.0,172.0,159.0,142.0,0
7335,6b7be833c,4,359.0,479.0,0.79999995,1.0,169.0,155.0,138.0,0
7335,6b7be833c,5,359.0,479.0,0.79999995,1.0,177.0,163.0,144.0,0
7336,322244807,1,355.0,479.0,0.79999995,1.0,189.0,146.0,116.0,3
7337,26365df53,1,399.0,299.0,0.79999995,1.0,206.0,192.0,134.0,2
7337,26365df53,2,399.0,299.0,0.79999995,1.0,129.0,123.0,63.0,2
7337,26365df53,3,299.0,399.0,0.79999995,1.0,149.0,145.0,122.0,2
7337,26365df53,4,399.0,299.0,0.79999995,1.0,86.0,90.0,62.0,2
7337,26365df53,5,399.0,299.0,0.79999995,1.0,82.0,84.0,61.0,2
7338,d5052e2a9,1,399.0,289.0,0.79999995,1.0,160.0,159.0,153.0,3
7339,e69df38b4,1,399.0,299.0,0.79999995,1.0,76.0,43.0,26.0,1
7339,e69df38b4,2,399.0,299.0,0.79999995,1.0,109.0,74.0,57.0,1
7339,e69df38b4,3,399.0,299.0,0.79999995,1.0,109.0,75.0,56.0,1
7339,e69df38b4,4,399.0,299.0,0.79999995,1.0,112.0,75.0,52.0,1
7340,5adb9d9b3,1,639.0,607.0,0.79999995,1.0,20.0,22.0,19.0,3
7341,ecc77653a,1,639.0,433.0,0.79999995,1.0,67.0,51.0,24.0,1
7341,ecc77653a,2,359.0,479.0,0.79999995,1.0,159.0,157.0,149.0,1
7342,307b61689,1,632.0,359.0,0.79999995,0.97999996,96.0,84.0,59.0,4
7342,307b61689,2,639.0,359.0,0.79999995,1.0,60.0,50.0,44.0,4
7342,307b61689,3,639.0,359.0,0.79999995,1.0,96.0,83.0,57.0,4
7343,188f8b07e,1,351.0,479.0,0.79999995,1.0,110.0,82.0,69.0,4
7343,188f8b07e,2,269.0,479.0,0.79999995,1.0,37.0,91.0,86.0,4
7343,188f8b07e,3,359.0,479.0,0.79999995,1.0,82.0,41.0,30.0,4
7343,188f8b07e,4,359.0,479.0,0.79999995,1.0,80.0,53.0,42.0,4
7343,188f8b07e,5,359.0,479.0,0.79999995,1.0,61.0,47.0,41.0,4
7343,188f8b07e,6,359.0,479.0,0.79999995,1.0,108.0,80.0,68.0,4
7344,752eb9714,1,399.0,299.0,0.79999995,1.0,138.0,115.0,97.0,2
7344,752eb9714,2,399.0,299.0,0.79999995,1.0,242.0,243.0,247.0,2
7344,752eb9714,3,299.0,399.0,0.79999995,1.0,105.0,74.0,63.0,2
7344,752eb9714,4,299.0,399.0,0.79999995,1.0,171.0,155.0,134.0,2
7345,3d97fa45c,1,269.0,479.0,0.79999995,1.0,118.0,125.0,118.0,1
7346,1d1451061,1,359.0,479.0,0.79999995,1.0,87.0,80.0,73.0,2
7347,47a5a9516,1,399.0,299.0,0.79999995,1.0,56.0,47.0,40.0,4
7348,6be53d844,1,399.0,299.0,0.79999995,1.0,132.0,117.0,94.0,1
7348,6be53d844,2,399.0,299.0,0.79999995,1.0,161.0,154.0,147.0,1
7348,6be53d844,3,299.0,399.0,0.79999995,1.0,20.0,20.0,16.0,1
7349,650f2854b,1,359.0,479.0,0.79999995,1.0,84.0,82.0,86.0,2
7349,650f2854b,2,639.0,360.0,0.79999995,1.0,16.0,17.0,17.0,2
7349,650f2854b,3,270.0,479.0,0.79999995,1.0,21.0,21.0,21.0,2
7349,650f2854b,4,639.0,360.0,0.79999995,1.0,19.0,17.0,15.0,2
7349,650f2854b,5,359.0,479.0,0.79999995,1.0,22.0,15.0,12.0,2
7349,650f2854b,6,359.0,479.0,0.79999995,1.0,22.0,21.0,24.0,2
7350,2ba019cb8,1,269.0,479.0,0.79999995,1.0,171.0,156.0,124.0,3
7350,2ba019cb8,2,639.0,359.0,0.79999995,1.0,122.0,74.0,32.0,3
7351,6ae4fc251,1,639.0,479.0,0.79999995,1.0,90.0,82.0,66.0,3
7351,6ae4fc251,2,639.0,479.0,0.79999995,1.0,85.0,121.0,151.0,3
7351,6ae4fc251,3,639.0,479.0,0.79999995,1.0,193.0,193.0,190.0,3
7351,6ae4fc251,4,639.0,479.0,0.79999995,1.0,78.0,48.0,30.0,3
7351,6ae4fc251,5,639.0,479.0,0.79999995,1.0,61.0,54.0,46.0,3
7351,6ae4fc251,6,639.0,479.0,0.79999995,1.0,121.0,120.0,118.0,3
7351,6ae4fc251,7,639.0,479.0,0.79999995,1.0,82.0,82.0,80.0,3
7351,6ae4fc251,8,639.0,479.0,0.79999995,1.0,118.0,118.0,117.0,3
7351,6ae4fc251,9,639.0,479.0,0.79999995,1.0,181.0,183.0,187.0,3
7352,a18843d35,1,399.0,299.0,0.79999995,1.0,135.0,76.0,6.0,2
7353,2ba9dfe93,1,266.0,399.0,0.79999995,1.0,87.0,77.0,113.0,2
7354,afa46c13d,1,399.0,299.0,0.79999995,1.0,98.0,125.0,80.0,3
7355,4ea111bbe,1,399.0,265.0,0.79999995,1.0,137.0,116.0,94.0,2
7355,4ea111bbe,2,399.0,266.0,0.79999995,1.0,143.0,120.0,93.0,2
7355,4ea111bbe,3,399.0,266.0,0.79999995,1.0,212.0,184.0,128.0,2
7355,4ea111bbe,4,399.0,266.0,0.79999995,1.0,164.0,154.0,148.0,2
7355,4ea111bbe,5,399.0,266.0,0.79999995,1.0,164.0,155.0,135.0,2
7356,976336c52,,,,,,,,,4
7357,bad8f7276,1,399.0,224.0,0.79999995,1.0,159.0,115.0,72.0,1
7357,bad8f7276,2,399.0,224.0,0.79999995,1.0,177.0,154.0,127.0,1
7357,bad8f7276,3,399.0,224.0,0.79999995,1.0,158.0,112.0,73.0,1
7358,11a337bfa,1,639.0,479.0,0.79999995,1.0,188.0,191.0,186.0,3
7358,11a337bfa,2,359.0,479.0,0.79999995,1.0,155.0,111.0,90.0,3
7358,11a337bfa,3,359.0,455.0,0.79999995,0.97999996,199.0,198.0,186.0,3
7359,2aac4b61a,1,639.0,383.0,0.79999995,1.0,197.0,196.0,193.0,1
7359,2aac4b61a,2,359.0,479.0,0.79999995,1.0,194.0,188.0,166.0,1
7359,2aac4b61a,3,639.0,479.0,0.79999995,1.0,125.0,117.0,97.0,1
7359,2aac4b61a,4,491.0,383.0,0.79999995,0.97999996,243.0,242.0,242.0,1
7360,0d7c5b6f6,1,299.0,399.0,0.79999995,1.0,143.0,119.0,89.0,2
7360,0d7c5b6f6,2,399.0,299.0,0.79999995,1.0,90.0,47.0,9.0,2
7360,0d7c5b6f6,3,399.0,299.0,0.79999995,1.0,174.0,153.0,123.0,2
7360,0d7c5b6f6,4,399.0,299.0,0.79999995,1.0,179.0,146.0,87.0,2
7360,0d7c5b6f6,5,299.0,399.0,0.79999995,1.0,172.0,154.0,123.0,2
7360,0d7c5b6f6,6,399.0,299.0,0.79999995,1.0,168.0,152.0,118.0,2
7360,0d7c5b6f6,7,375.0,299.0,0.79999995,0.98999995,133.0,112.0,84.0,2
7360,0d7c5b6f6,8,399.0,299.0,0.79999995,1.0,77.0,44.0,20.0,2
7360,0d7c5b6f6,9,399.0,299.0,0.79999995,1.0,117.0,77.0,40.0,2
7361,958a86135,1,395.0,299.0,0.79999995,0.96,223.0,225.0,226.0,2
7361,958a86135,2,399.0,299.0,0.79999995,1.0,198.0,192.0,185.0,2
7361,958a86135,3,399.0,299.0,0.79999995,1.0,91.0,81.0,76.0,2
7361,958a86135,4,399.0,299.0,0.79999995,1.0,159.0,153.0,145.0,2
7361,958a86135,5,399.0,299.0,0.79999995,1.0,123.0,118.0,111.0,2
7362,e9dec895b,1,399.0,376.0,0.79999995,1.0,135.0,112.0,84.0,3
7363,8dde63c12,1,359.0,445.0,0.79999995,0.96999997,186.0,194.0,191.0,3
7363,8dde63c12,2,639.0,479.0,0.79999995,1.0,95.0,86.0,66.0,3
7363,8dde63c12,3,359.0,479.0,0.79999995,1.0,160.0,154.0,153.0,3
7363,8dde63c12,4,639.0,479.0,0.79999995,1.0,20.0,21.0,18.0,3
7363,8dde63c12,5,359.0,479.0,0.79999995,1.0,97.0,94.0,77.0,3
7364,a5dc02b69,1,149.0,112.0,0.79999995,1.0,54.0,50.0,46.0,4
7364,a5dc02b69,2,399.0,299.0,0.79999995,1.0,95.0,84.0,52.0,4
7364,a5dc02b69,3,399.0,299.0,0.79999995,1.0,139.0,222.0,107.0,4
7364,a5dc02b69,4,399.0,299.0,0.79999995,1.0,71.0,52.0,31.0,4
7364,a5dc02b69,5,399.0,299.0,0.79999995,1.0,97.0,87.0,60.0,4
7365,9cbc1fb81,1,359.0,479.0,0.79999995,1.0,66.0,53.0,46.0,0
7365,9cbc1fb81,2,359.0,479.0,0.79999995,1.0,144.0,126.0,100.0,0
7365,9cbc1fb81,3,639.0,359.0,0.79999995,1.0,195.0,190.0,172.0,0
7365,9cbc1fb81,4,359.0,479.0,0.79999995,1.0,192.0,186.0,183.0,0
7365,9cbc1fb81,5,639.0,359.0,0.79999995,1.0,190.0,148.0,159.0,0
7366,4d8b93dd1,1,359.0,479.0,0.79999995,1.0,211.0,203.0,63.0,4
7366,4d8b93dd1,2,269.0,479.0,0.79999995,1.0,83.0,72.0,56.0,4
7366,4d8b93dd1,3,269.0,479.0,1.0,1.0,252.0,223.0,184.0,4
7367,dea0253b6,1,399.0,265.0,0.79999995,1.0,20.0,23.0,25.0,1
7367,dea0253b6,2,399.0,299.0,0.79999995,1.0,49.0,48.0,56.0,1
7367,dea0253b6,3,375.0,299.0,0.79999995,0.98999995,24.0,22.0,27.0,1
7367,dea0253b6,4,399.0,265.0,0.79999995,1.0,22.0,24.0,25.0,1
7367,dea0253b6,5,399.0,265.0,0.79999995,1.0,16.0,20.0,20.0,1
7367,dea0253b6,6,399.0,265.0,0.79999995,1.0,19.0,21.0,19.0,1
7367,dea0253b6,7,399.0,265.0,0.79999995,1.0,19.0,22.0,24.0,1
7367,dea0253b6,8,399.0,265.0,0.79999995,1.0,46.0,52.0,58.0,1
7368,e73545fe5,1,399.0,266.0,0.79999995,1.0,115.0,82.0,59.0,2
7368,e73545fe5,2,399.0,266.0,0.79999995,1.0,140.0,103.0,75.0,2
7369,9e876d171,1,224.0,399.0,0.79999995,1.0,250.0,240.0,213.0,3
7369,9e876d171,2,224.0,399.0,0.79999995,1.0,62.0,50.0,44.0,3
7369,9e876d171,3,399.0,224.0,0.79999995,1.0,86.0,78.0,77.0,3
7369,9e876d171,4,224.0,399.0,0.79999995,1.0,90.0,81.0,82.0,3
7369,9e876d171,5,399.0,224.0,0.79999995,1.0,183.0,146.0,121.0,3
7369,9e876d171,6,224.0,399.0,0.79999995,1.0,148.0,112.0,89.0,3
7369,9e876d171,7,224.0,399.0,0.79999995,1.0,114.0,79.0,58.0,3
7369,9e876d171,8,224.0,399.0,0.79999995,1.0,149.0,115.0,91.0,3
7369,9e876d171,9,399.0,224.0,0.79999995,1.0,147.0,113.0,93.0,3
7370,64da323a1,1,399.0,299.0,0.79999995,1.0,24.0,20.0,19.0,1
7371,15dbf64f0,1,202.0,359.0,0.79999995,1.0,52.0,45.0,46.0,3
7371,15dbf64f0,2,202.0,359.0,0.79999995,1.0,16.0,14.0,10.0,3
7372,6a07fdc22,1,399.0,224.0,0.79999995,1.0,25.0,22.0,29.0,1
7372,6a07fdc22,2,399.0,224.0,0.79999995,1.0,53.0,47.0,47.0,1
7373,a03da4900,1,639.0,479.0,0.79999995,1.0,195.0,142.0,97.0,3
7373,a03da4900,2,263.0,479.0,0.79999995,1.0,41.0,48.0,67.0,3
7373,a03da4900,3,359.0,479.0,0.79999995,1.0,217.0,187.0,152.0,3
7374,519bc8382,1,299.0,399.0,0.79999995,1.0,175.0,158.0,137.0,2
7374,519bc8382,2,399.0,299.0,0.79999995,1.0,161.0,152.0,134.0,2
7374,519bc8382,3,399.0,299.0,0.79999995,1.0,170.0,149.0,114.0,2
7374,519bc8382,4,399.0,299.0,0.79999995,1.0,161.0,152.0,131.0,2
7374,519bc8382,5,399.0,299.0,0.79999995,1.0,173.0,153.0,119.0,2
7375,0d55c2e2b,1,440.0,473.0,0.79999995,1.0,87.0,86.0,90.0,3
7375,0d55c2e2b,2,507.0,479.0,0.79999995,1.0,20.0,22.0,25.0,3
7375,0d55c2e2b,3,415.0,479.0,0.79999995,1.0,89.0,85.0,88.0,3
7375,0d55c2e2b,4,347.0,478.0,0.79999995,1.0,52.0,50.0,49.0,3
7376,c680a5bbb,1,126.0,224.0,0.79999995,1.0,101.0,77.0,93.0,3
7377,09db544ea,1,328.0,246.0,0.79999995,1.0,147.0,115.0,104.0,4
7377,09db544ea,2,269.0,479.0,0.79999995,1.0,95.0,84.0,82.0,4
7377,09db544ea,3,269.0,479.0,0.79999995,1.0,107.0,27.0,11.0,4
7377,09db544ea,4,269.0,479.0,0.79999995,1.0,17.0,16.0,22.0,4
7378,feff505f1,1,319.0,239.0,0.79999995,1.0,196.0,195.0,187.0,2
7379,2d584af81,1,359.0,479.0,0.79999995,1.0,26.0,26.0,26.0,4
7379,2d584af81,2,359.0,479.0,0.79999995,1.0,26.0,26.0,26.0,4
7379,2d584af81,3,639.0,479.0,0.79999995,1.0,23.0,23.0,22.0,4
7380,b37af97a8,1,353.0,479.0,0.79999995,1.0,201.0,195.0,187.0,3
7381,c64f86015,1,224.0,399.0,0.79999995,1.0,119.0,117.0,107.0,0
7382,6a54a03db,1,394.0,479.0,0.79999995,1.0,104.0,71.0,57.0,1
7382,6a54a03db,2,639.0,597.0,0.79999995,1.0,85.0,42.0,33.0,1
7382,6a54a03db,3,639.0,479.0,0.79999995,1.0,27.0,24.0,33.0,1
7382,6a54a03db,4,639.0,479.0,0.79999995,1.0,73.0,43.0,24.0,1
7382,6a54a03db,5,639.0,479.0,0.79999995,1.0,109.0,76.0,61.0,1
7382,6a54a03db,6,639.0,479.0,0.79999995,1.0,193.0,151.0,142.0,1
7382,6a54a03db,7,639.0,479.0,0.79999995,1.0,212.0,189.0,170.0,1
7382,6a54a03db,8,639.0,479.0,0.79999995,1.0,82.0,50.0,30.0,1
7382,6a54a03db,9,639.0,479.0,0.79999995,1.0,251.0,246.0,241.0,1
7383,2630db5dc,1,391.0,299.0,0.79999995,1.0,135.0,164.0,118.0,1
7384,199277f1a,1,399.0,299.0,0.79999995,1.0,189.0,192.0,197.0,4
7384,199277f1a,2,399.0,299.0,0.79999995,1.0,243.0,238.0,228.0,4
7384,199277f1a,3,399.0,299.0,0.79999995,1.0,195.0,190.0,183.0,4
7384,199277f1a,4,399.0,224.0,0.79999995,1.0,128.0,125.0,115.0,4
7385,794806010,1,639.0,479.0,0.79999995,1.0,119.0,76.0,58.0,2
7385,794806010,2,324.0,479.0,0.79999995,1.0,107.0,71.0,49.0,2
7385,794806010,3,477.0,473.0,0.79999995,1.0,96.0,80.0,57.0,2
7385,794806010,4,639.0,455.0,0.79999995,1.0,153.0,113.0,88.0,2
7386,3b4ac67f0,1,639.0,560.0,0.79999995,1.0,27.0,24.0,17.0,0
7386,3b4ac67f0,2,639.0,639.0,0.79999995,1.0,35.0,26.0,21.0,0
7386,3b4ac67f0,3,359.0,479.0,0.79999995,1.0,32.0,23.0,20.0,0
7386,3b4ac67f0,4,639.0,639.0,0.79999995,1.0,27.0,19.0,14.0,0
7386,3b4ac67f0,5,359.0,479.0,0.79999995,1.0,32.0,23.0,20.0,0
7387,ca35f4b19,1,383.0,639.0,0.79999995,1.0,185.0,205.0,221.0,0
7388,bd9d521c5,1,638.0,426.0,0.79999995,0.96999997,85.0,83.0,85.0,3
7388,bd9d521c5,2,359.0,479.0,0.79999995,1.0,19.0,54.0,97.0,3
7388,bd9d521c5,3,639.0,359.0,0.79999995,1.0,54.0,46.0,15.0,3
7388,bd9d521c5,4,359.0,479.0,0.79999995,1.0,23.0,16.0,12.0,3
7388,bd9d521c5,5,638.0,426.0,0.79999995,1.0,27.0,24.0,21.0,3
7388,bd9d521c5,6,639.0,359.0,0.79999995,1.0,86.0,5.0,7.0,3
7388,bd9d521c5,7,639.0,480.0,0.79999995,1.0,197.0,200.0,105.0,3
7388,bd9d521c5,8,638.0,426.0,0.79999995,1.0,227.0,184.0,206.0,3
7388,bd9d521c5,9,359.0,479.0,0.79999995,1.0,17.0,14.0,16.0,3
7389,aa7395687,1,359.0,479.0,0.79999995,1.0,122.0,83.0,39.0,2
7389,aa7395687,2,359.0,479.0,0.79999995,1.0,113.0,73.0,31.0,2
7390,12ffabf23,1,399.0,299.0,0.79999995,1.0,21.0,25.0,21.0,3
7390,12ffabf23,2,399.0,299.0,0.79999995,1.0,178.0,156.0,135.0,3
7391,881580d4b,1,299.0,399.0,0.79999995,1.0,50.0,53.0,48.0,2
7392,546a913cc,1,399.0,298.0,0.79999995,1.0,54.0,46.0,50.0,2
7392,546a913cc,2,298.0,399.0,0.79999995,1.0,38.0,44.0,65.0,2
7392,546a913cc,3,299.0,399.0,0.79999995,1.0,114.0,81.0,62.0,2
7392,546a913cc,4,399.0,298.0,0.79999995,1.0,20.0,19.0,27.0,2
7393,648727065,1,299.0,399.0,0.79999995,1.0,179.0,152.0,127.0,3
7393,648727065,2,299.0,399.0,0.79999995,1.0,143.0,59.0,56.0,3
7393,648727065,3,399.0,299.0,0.79999995,1.0,124.0,114.0,87.0,3
7393,648727065,4,299.0,399.0,0.79999995,1.0,147.0,109.0,82.0,3
7393,648727065,5,399.0,299.0,0.79999995,1.0,99.0,113.0,148.0,3
7393,648727065,6,299.0,399.0,0.79999995,1.0,107.0,73.0,47.0,3
7393,648727065,7,299.0,399.0,0.79999995,1.0,153.0,115.0,99.0,3
7393,648727065,8,399.0,299.0,0.79999995,1.0,157.0,150.0,153.0,3
7393,648727065,9,399.0,299.0,0.79999995,1.0,230.0,228.0,240.0,3
7394,184a51562,1,299.0,399.0,0.79999995,1.0,70.0,57.0,37.0,1
7395,87975de34,1,224.0,399.0,0.79999995,1.0,133.0,53.0,56.0,1
7395,87975de34,2,224.0,399.0,0.79999995,1.0,153.0,123.0,38.0,1
7395,87975de34,3,399.0,299.0,0.79999995,1.0,181.0,154.0,25.0,1
7396,61f95d269,1,359.0,479.0,1.0,1.5799999,50.0,98.0,30.0,1
7396,61f95d269,2,359.0,479.0,0.79999995,1.0,200.0,184.0,167.0,1
7396,61f95d269,3,359.0,479.0,0.79999995,1.0,214.0,193.0,157.0,1
7396,61f95d269,4,359.0,479.0,0.79999995,1.0,76.0,129.0,58.0,1
7397,21f095582,1,639.0,479.0,0.79999995,1.0,89.0,86.0,77.0,4
7398,1652a3e1e,1,269.0,479.0,0.79999995,1.0,223.0,181.0,154.0,4
7398,1652a3e1e,2,269.0,479.0,0.79999995,1.0,175.0,162.0,166.0,4
7398,1652a3e1e,3,269.0,479.0,0.79999995,1.0,171.0,159.0,165.0,4
7399,b77b75f2d,1,298.0,399.0,0.79999995,1.0,102.0,81.0,55.0,1
7400,d77a6813d,1,639.0,479.0,0.79999995,1.0,168.0,157.0,137.0,2
7400,d77a6813d,2,639.0,479.0,0.79999995,1.0,26.0,48.0,108.0,2
7401,607744326,1,322.0,399.0,0.79999995,1.0,214.0,195.0,163.0,4
7402,40713e16a,1,639.0,355.0,0.79999995,1.0,120.0,75.0,34.0,2
7402,40713e16a,2,370.0,479.0,0.79999995,1.0,180.0,156.0,126.0,2
7402,40713e16a,3,364.0,479.0,0.79999995,1.0,175.0,149.0,116.0,2
7402,40713e16a,4,343.0,479.0,0.79999995,1.0,211.0,183.0,154.0,2
7403,113204c87,1,639.0,479.0,0.79999995,1.0,53.0,50.0,47.0,4
7404,6d7e560d9,1,270.0,478.0,0.79999995,1.0,156.0,153.0,156.0,1
7404,6d7e560d9,2,270.0,478.0,0.79999995,1.0,132.0,110.0,84.0,1
7404,6d7e560d9,3,270.0,478.0,0.79999995,1.0,134.0,116.0,90.0,1
7404,6d7e560d9,4,270.0,478.0,0.79999995,1.0,108.0,74.0,35.0,1
7404,6d7e560d9,5,270.0,478.0,0.79999995,1.0,103.0,80.0,53.0,1
7404,6d7e560d9,6,607.0,361.0,0.79999995,1.0,179.0,155.0,134.0,1
7405,42ea2e045,1,399.0,299.0,0.79999995,1.0,57.0,51.0,53.0,4
7405,42ea2e045,2,399.0,299.0,0.79999995,1.0,25.0,22.0,27.0,4
7406,e585b064b,1,399.0,265.0,0.79999995,1.0,172.0,155.0,137.0,1
7406,e585b064b,2,399.0,379.0,0.79999995,1.0,135.0,121.0,104.0,1
7407,f4a6e9cec,1,408.0,479.0,0.79999995,1.0,163.0,149.0,120.0,1
7408,e1262c956,,,,,,,,,4
7409,4bb0c8226,1,639.0,639.0,0.79999995,1.0,159.0,154.0,146.0,3
